-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2023 through 12/31/2024 in LST
Location: latitude  13.1799   longitude 79.7856 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 48.95 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT              CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
T2M                    MERRA-2 Temperature at 2 Meters (C) 
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%) 
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,T2M,RH2M,WS10M,PRECTOTCORR
2024,9,17,6.3473,4.8494,2.3609,0.63,30.24,67.92,3.57,0.14
2024,9,18,5.851,3.5486,2.6347,0.58,29.75,73.11,3.46,4.48
2024,9,19,4.679,2.2954,2.3858,0.46,29.73,72.38,2.88,0.56
2024,9,20,6.1596,4.0308,2.6038,0.61,29.08,75.14,2.91,1.55
2024,9,21,3.1771,0.2369,2.3532,0.32,29.75,67.62,1.63,5.32
2024,9,22,4.5041,0.4615,3.0211,0.45,30.01,70.61,3.4,2.59
2024,9,23,4.4974,1.0757,2.8526,0.45,29.2,76.86,2.6,6.34
2024,9,24,4.1033,0.2393,2.941,0.41,28.53,82.71,3.16,19.09
2024,9,25,4.6862,0.9806,3.0643,0.47,28.14,83.51,2.81,23.58
2024,9,26,4.0795,0.4946,2.8423,0.41,28.53,79.77,2.58,4.18
2024,9,27,4.7122,0.7783,3.323,0.47,28.28,77.9,2.56,2.41
2024,9,28,5.255,2.989,2.5001,0.53,27.94,81.87,2.21,3.84
2024,9,29,6.4651,5.1559,2.3602,0.65,27.97,82.37,3.0,0.39
2024,9,30,6.7238,6.7975,1.6927,0.68,28.39,79.7,2.72,0.21
2024,10,1,6.5138,6.8004,1.4935,0.66,28.73,78.62,3.34,0.1
2024,10,2,5.9854,4.517,2.3652,0.61,29.5,78.02,4.21,1.93
2024,10,3,5.2966,2.5306,2.5992,0.54,29.42,78.79,2.8,7.28
2024,10,4,5.1214,1.9858,2.681,0.52,28.44,80.7,2.3,4.02
2024,10,5,5.0498,2.4084,2.4816,0.52,28.44,80.84,2.48,4.03
2024,10,6,5.5409,2.7329,2.9482,0.57,28.09,80.09,1.34,1.16
2024,10,7,3.5232,0.8882,2.1643,0.36,27.83,79.74,1.85,2.79
2024,10,8,5.3767,3.9439,2.1785,0.56,27.76,81.35,2.07,5.44
2024,10,9,4.4424,2.706,2.1691,0.46,27.84,81.8,2.22,7.55
2024,10,10,3.9535,0.63,2.7797,0.41,27.75,81.75,1.95,7.17
2024,10,11,4.567,2.2306,2.489,0.48,27.86,82.75,2.57,8.53
2024,10,12,4.1959,1.8053,2.5402,0.44,27.59,85.6,2.42,6.25
2024,10,13,4.7777,2.6203,2.4756,0.5,27.87,83.74,2.64,5.78
2024,10,14,1.4885,0.1402,1.1364,0.16,27.1,87.72,4.11,43.95
2024,10,15,1.6531,0.1783,1.2022,0.17,26.88,86.71,3.09,69.18
2024,10,16,1.1806,0.0919,0.8964,0.12,27.02,86.95,2.58,42.95
2024,10,17,4.4071,2.8078,2.083,0.47,27.72,83.82,3.92,6.4
2024,10,18,3.8609,1.7369,2.0482,0.41,28.16,78.81,2.45,11.4
2024,10,19,4.2516,1.1839,2.4811,0.45,27.44,82.57,1.57,15.22
2024,10,20,4.7107,3.0422,2.1562,0.5,27.53,84.62,1.64,4.84
2024,10,21,5.0582,3.4488,2.291,0.54,28.06,82.52,1.98,2.64
2024,10,22,4.7844,3.5237,2.0827,0.52,28.03,81.95,1.53,1.8
2024,10,23,5.5582,4.1412,2.341,0.6,28.3,78.7,1.93,1.17
2024,10,24,3.6391,0.6533,2.3669,0.39,28.32,77.11,1.61,0.63
2024,10,25,4.5672,1.6217,3.0113,0.5,28.77,72.84,2.42,0.45
2024,10,26,5.4374,3.3362,2.9551,0.59,28.25,71.29,2.97,0.0
2024,10,27,4.3385,2.352,2.3438,0.48,28.56,71.41,2.14,0.05
2024,10,28,5.5202,4.6294,2.1588,0.61,29.05,73.78,1.72,0.21
2024,10,29,4.4544,2.0897,2.3916,0.49,28.46,76.59,2.21,2.6
2024,10,30,4.1837,1.3774,2.6364,0.46,27.49,84.93,2.55,16.49
2024,10,31,4.5403,1.8792,2.7142,0.5,27.54,83.35,1.95,8.62
2024,11,1,4.6164,2.7002,2.2642,0.51,27.25,84.74,1.97,4.86
2024,11,2,4.3898,2.5157,2.2716,0.49,27.24,83.48,2.58,6.99
2024,11,3,4.4902,3.4978,1.9406,0.5,26.85,84.75,2.83,4.73
2024,11,4,5.1005,3.7728,2.2546,0.57,27.39,78.66,3.31,0.1
2024,11,5,5.0906,3.4258,2.4958,0.57,27.14,77.86,4.01,0.34
2024,11,6,3.3552,1.189,1.9769,0.38,26.88,85.08,5.31,9.46
2024,11,7,3.0499,0.9838,1.8734,0.35,27.46,85.02,5.13,12.07
2024,11,8,4.8607,4.1206,1.9567,0.55,27.45,81.44,4.78,1.3
2024,11,9,4.9538,3.0814,2.6047,0.57,27.15,79.39,4.87,0.71
2024,11,10,4.3558,3.4526,1.794,0.5,26.97,78.44,5.25,0.21
2024,11,11,4.0255,2.215,2.094,0.46,26.71,79.57,5.74,4.45
2024,11,12,1.7945,0.0146,1.4016,0.21,26.0,89.56,4.19,32.81
2024,11,13,2.2649,0.0005,1.7844,0.26,26.86,88.95,4.12,21.94
2024,11,14,3.271,0.9924,1.9397,0.38,27.15,86.77,3.4,19.89
2024,11,15,3.8947,1.6342,2.3784,0.45,26.95,87.81,3.51,14.61
2024,11,16,3.1236,1.417,1.6774,0.36,26.97,88.54,4.31,22.68
2024,11,17,3.6336,1.3644,2.1811,0.43,26.65,83.19,4.96,2.12
2024,11,18,3.9264,1.7426,2.19,0.46,26.46,81.52,5.11,0.03
2024,11,19,4.2245,2.4377,2.1914,0.5,25.89,81.47,5.3,0.02
2024,11,20,3.7099,1.2936,2.3165,0.44,25.33,80.88,4.58,0.01
2024,11,21,4.451,2.4338,2.4074,0.53,25.17,80.14,4.73,0.01
2024,11,22,5.0683,3.51,2.6326,0.6,24.83,82.32,4.91,0.07
2024,11,23,4.3788,1.9435,2.4199,0.52,25.76,85.16,4.64,1.37
2024,11,24,4.0282,1.2454,2.4274,0.48,25.78,83.61,4.88,0.5
2024,11,25,3.1123,0.6353,2.2946,0.37,25.47,84.26,5.82,2.11
2024,11,26,1.074,0.1015,0.8026,0.13,26.02,91.71,6.3,41.96
2024,11,27,2.6405,0.0595,2.0837,0.32,25.47,86.7,8.31,2.84
2024,11,28,4.0342,1.8506,2.2891,0.49,24.85,90.87,8.62,33.16
2024,11,29,1.8518,0.007,1.4611,0.22,26.41,92.11,8.33,13.71
2024,11,30,0.3326,0.0854,0.2522,0.04,26.57,93.29,13.02,128.29
2024,12,1,1.2466,0.1889,0.8856,0.15,26.63,92.89,9.83,26.52
2024,12,2,1.3349,0.2352,0.9924,0.16,26.87,90.96,6.94,15.65
2024,12,3,3.7025,1.2312,2.304,0.45,26.69,87.36,3.94,3.13
2024,12,4,2.5224,1.0735,1.4942,0.31,26.47,89.4,2.93,9.92
2024,12,5,3.8026,2.1437,2.0568,0.46,26.63,86.05,2.16,3.32
2024,12,6,4.6447,3.869,1.9346,0.57,26.1,87.42,2.17,1.01
2024,12,7,4.6399,4.4614,1.763,0.57,26.4,82.96,2.45,0.12
2024,12,8,5.2493,4.915,1.968,0.64,26.13,82.18,2.47,0.03
2024,12,9,4.6826,3.102,2.4113,0.58,26.38,83.05,2.83,0.11
2024,12,10,4.0013,1.295,2.5498,0.49,26.37,83.97,4.9,0.17
2024,12,11,2.0306,0.0888,1.5612,0.25,25.99,87.97,5.79,20.16
2024,12,12,0.4543,0.0386,0.3502,0.06,26.07,90.69,5.6,79.36
2024,12,13,2.5514,0.2412,1.8605,0.31,25.43,84.59,5.15,1.73
2024,12,14,4.7532,3.347,2.376,0.59,24.6,82.29,5.05,0.64
2024,12,15,4.3474,2.257,2.2872,0.54,24.02,79.73,5.35,0.26
2024,12,16,4.8286,3.3329,2.3354,0.6,23.5,80.4,5.37,4.15
2024,12,17,2.9794,1.446,1.7306,0.37,22.36,86.65,7.1,3.95
2024,12,18,2.0052,0.4075,1.3342,0.25,24.25,90.2,5.69,9.15
2024,12,19,2.4122,0.9048,1.8026,0.3,25.7,90.44,4.62,4.99
2024,12,20,2.6028,0.9696,1.7942,0.32,26.26,88.48,4.12,1.4
2024,12,21,4.5055,2.7727,2.4413,0.56,26.19,89.27,4.3,0.26
2024,12,22,3.9046,1.7604,2.2807,0.48,25.17,88.55,4.76,0.08
2024,12,23,5.0868,4.3068,2.2517,0.63,24.85,88.42,5.75,0.4
2024,12,24,1.6658,0.3919,1.2036,0.21,24.96,90.49,6.38,4.83
2024,12,25,1.542,0.3994,1.0939,0.19,25.17,89.41,4.67,7.4
2024,12,26,2.957,1.6548,1.6853,0.37,25.94,89.08,4.96,11.98
2024,12,27,3.7392,2.567,1.8574,0.46,25.67,84.66,5.32,12.62
2024,12,28,4.901,3.7128,2.3237,0.6,25.21,82.48,4.2,0.23
2024,12,29,4.6994,3.8218,2.1173,0.58,25.14,85.57,5.29,1.31
2024,12,30,3.8398,3.0317,1.8893,0.47,25.49,85.18,5.34,1.47
2024,12,31,4.8766,4.783,1.9013,0.6,25.13,83.91,4.97,0.0
